Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SOH;SOD;SOA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;GBAHH;GBAHA;GBAH;B365AHH;B365AHA;B365AH
F1;20.12.2003;Nantes;Auxerre;1;0;H;1;0;H;2.375;3;lut.75;lut.35;3;02.lip;02.kwi;02.wrz;02.lip;lut.25;03.lut;lut.75;;;;02.mar;03.sty;02.sie;02.mar;03.sty;lut.75;02.sty;01.cze;01.sie;02.maj;0;sty.85;02.maj;0
F1;20.12.2003;Nice;Guingamp;2;0;H;1;0;H;1.615;03.lut;05.maj;sty.61;mar.25;5;sty.65;3;5;1.615;mar.25;5;;;;sty.61;mar.25;maj.25;sty.57;03.mar;05.maj;02.sty;01.cze;01.wrz;sty.95;-0.75;01.wrz;2;-0.75
F1;20.12.2003;Rennes;Monaco;1;0;H;0;0;D;mar.25;3;02.sty;mar.15;3;02.sty;03.mar;02.sie;02.sty;03.lut;03.lut;2;;;;03.kwi;03.sty;2;03.mar;03.sty;2;02.sty;01.cze;2;sty.85;0.25;01.sie;02.sty;0.5
F1;20.12.2003;Strasbourg;Montpellier;4;2;H;2;2;D;1.833;mar.25;mar.75;01.wrz;03.sty;03.cze;sty.75;03.sty;04.lut;01.sie;03.lut;4;;;;01.wrz;03.sty;mar.75;01.sie;03.sty;4;01.wrz;sty.75;01.wrz;sty.95;-0.5;sty.95;sty.95;-0.5
F1;09.01.2004;Monaco;Lyon;3;0;H;1;0;H;2;mar.25;03.kwi;2;03.lut;03.lut;2;02.wrz;03.kwi;sty.91;03.lut;03.maj;;;;sty.91;03.lut;03.cze;2;3;03.kwi;02.sty;sty.61;sty.77;02.maj;-0.25;1.825;2.075;-0.25
F1;10.01.2004;Ajaccio;Le Mans;2;0;H;1;0;H;01.wrz;03.lut;03.cze;sty.95;mar.25;mar.25;01.wrz;02.wrz;03.sie;sty.83;03.lut;mar.75;;;;sty.91;03.sty;mar.75;01.wrz;03.sty;03.cze;02.lut;sty.55;sty.95;sty.85;-0.5;2;01.wrz;-0.5
F1;10.01.2004;Auxerre;Marseille;2;0;H;2;0;H;02.sty;3;mar.25;02.sty;3;03.lut;02.sty;02.wrz;03.lut;2;03.lut;03.lut;;;;02.maj;03.sty;mar.25;2;03.sty;03.mar;2;sty.65;01.wrz;01.wrz;-0.25;01.wrz;2;-0.25
F1;10.01.2004;Guingamp;Strasbourg;3;2;H;2;2;D;lut.25;03.lut;02.sie;lut.25;3;lut.95;02.kwi;02.wrz;02.lip;lut.38;03.lut;02.cze;;;;lut.38;3;lut.75;02.mar;3;02.sie;02.sty;01.cze;2;01.sie;-0.25;02.maj;sty.85;-0.25
F1;10.01.2004;Lens;Nantes;0;0;D;0;0;D;2;mar.25;mar.25;02.sty;3;03.lut;02.lut;3;02.wrz;2;03.lut;03.lut;;;;02.sty;3;mar.25;01.wrz;03.sty;03.cze;2;sty.65;01.sie;2;-0.25;02.sty;01.sie;-0.5
F1;10.01.2004;Metz;Bastia;1;0;H;0;0;D;02.lut;3;03.sty;lut.25;3;lut.95;02.sty;02.wrz;03.lut;02.sty;03.lut;3;;;;lut.25;3;3;02.lut;lut.87;03.sty;02.mar;01.maj;2;01.sie;-0.25;2;01.wrz;-0.25
F1;10.01.2004;Montpellier;Bordeaux;1;2;A;0;1;A;lut.25;03.lut;02.sie;lut.25;3;02.wrz;02.maj;02.wrz;02.cze;02.sty;03.lut;3;;;;02.mar;3;lut.88;lut.25;3;lut.87;2;sty.65;02.maj;sty.77;-0.25;02.sty;01.sie;-0.25
F1;10.01.2004;Paris SG;Lille;1;0;H;1;0;H;01.maj;03.maj;6;01.maj;03.kwi;6;sty.45;03.cze;05.sie;sty.44;03.kwi;07.maj;;;;01.maj;03.maj;6;01.maj;03.mar;06.maj;sty.95;sty.71;02.sty;sty.74;-1;02.sty;01.sie;-1
F1;10.01.2004;Sochaux;Nice;0;0;D;0;0;D;01.sie;3;kwi.33;01.sie;03.sty;4;01.lip;3;04.cze;sty.73;03.lut;kwi.33;;;;sty.75;03.sty;04.maj;sty.72;03.sty;04.maj;sty.95;sty.71;01.sie;2;-0.5;1.825;2.075;-0.5
F1;10.01.2004;Toulouse;Rennes;2;0;H;1;0;H;02.mar;3;lut.87;lut.25;3;02.wrz;02.kwi;02.sie;02.sie;lut.38;03.lut;02.cze;;;;02.kwi;3;lut.75;lut.37;3;02.lip;02.lut;sty.55;02.maj;sty.77;-0.25;02.sty;01.sie;-0.25
F1;17.01.2004;Bastia;Monaco;0;0;D;0;0;D;mar.75;mar.25;sty.83;mar.65;03.maj;sty.95;03.mar;3;2;03.kwi;mar.25;sty.91;;;;mar.75;03.lut;sty.85;03.cze;03.sty;01.wrz;2;sty.71;01.wrz;sty.95;0.5;01.wrz;2;0.5
F1;17.01.2004;Bordeaux;Guingamp;2;0;H;1;0;H;sty.53;03.maj;05.maj;01.maj;mar.55;6;01.maj;03.maj;05.kwi;sty.62;mar.25;5;;;;sty.53;03.maj;05.maj;01.maj;03.kwi;6;2;sty.71;sty.95;01.wrz;-1;02.maj;sty.85;-1
F1;17.01.2004;Lille;Toulouse;0;1;A;0;1;A;sty.72;03.lut;04.maj;sty.75;03.lut;04.maj;sty.75;3;04.kwi;sty.73;03.lut;kwi.33;;;;sty.73;03.lut;04.maj;01.sie;03.sty;4;lut.15;01.cze;02.maj;01.sie;-0.75;02.sty;01.sie;-0.75
F1;17.01.2004;Lyon;Montpellier;3;0;H;2;0;H;01.kwi;mar.75;07.maj;01.kwi;03.sie;07.maj;01.kwi;03.lip;06.maj;01.kwi;mar.75;7;;;;sty.44;03.cze;7;sty.36;mar.75;8;sty.79;01.wrz;sty.85;2;-1.25;1.975;1.925;-1.25
F1;17.01.2004;Nantes;Ajaccio;4;0;H;2;0;H;sty.72;mar.25;kwi.33;01.lip;mar.35;04.maj;sty.65;03.lut;04.cze;sty.73;03.lut;kwi.33;;;;sty.73;mar.25;kwi.33;sty.66;03.mar;04.maj;lut.25;sty.55;sty.95;01.wrz;-0.75;02.maj;sty.85;-0.75
F1;17.01.2004;Nice;Le Mans;0;1;A;0;1;A;sty.57;03.lut;6;01.cze;03.kwi;maj.25;01.cze;03.sty;05.lut;sty.62;mar.25;5;;;;sty.57;03.kwi;05.maj;sty.61;03.sty;05.maj;lut.15;01.cze;01.sie;02.maj;-0.75;01.sie;02.sty;-0.75
F1;17.01.2004;Paris SG;Metz;0;0;D;0;0;D;sty.44;03.maj;7;sty.45;03.lip;06.maj;sty.45;03.cze;05.sie;sty.44;03.cze;06.maj;;;;sty.44;03.cze;7;sty.44;mar.25;8;2;sty.71;02.maj;01.sie;-1.25;02.sty;01.sie;-1.25
F1;17.01.2004;Rennes;Sochaux;4;0;H;1;0;H;lut.37;3;lut.75;lut.45;3;02.lip;02.mar;02.sie;02.wrz;lut.38;03.lut;02.cze;;;;lut.38;lut.88;lut.88;lut.25;3;02.wrz;02.maj;sty.65;sty.85;2;0;sty.85;02.maj;0
F1;17.01.2004;Strasbourg;Auxerre;0;2;A;0;1;A;02.maj;3;lut.62;02.maj;3;lut.65;02.maj;02.wrz;02.cze;02.maj;03.lut;02.maj;;;;02.kwi;3;lut.75;lut.37;3;02.lip;sty.95;sty.75;sty.95;01.wrz;0;1.975;1.925;0
F1;18.01.2004;Marseille;Lens;3;2;H;1;1;D;sty.66;03.kwi;04.maj;01.lip;mar.25;kwi.65;sty.65;03.lut;04.cze;sty.67;03.kwi;kwi.33;;;;sty.75;03.lut;kwi.33;sty.61;03.mar;5;sty.95;sty.75;01.wrz;sty.95;-0.75;1.875;2.025;-0.75
F1;21.01.2004;Monaco;Nice;1;1;D;1;0;H;01.maj;mar.25;7;01.maj;mar.25;lip.25;sty.55;03.mar;05.lut;1.444;03.cze;06.maj;;;;01.maj;mar.25;7;sty.44;03.maj;7;2;sty.65;01.wrz;01.wrz;-1;1.845;02.maj;-1
F1;21.01.2004;Montpellier;Sochaux;1;3;A;1;3;A;02.cze;lut.87;02.cze;02.cze;02.wrz;02.cze;02.cze;02.sie;02.cze;02.maj;mar.25;02.kwi;;;;02.cze;lut.88;02.cze;02.maj;02.wrz;lut.62;2;sty.65;01.wrz;01.wrz;0;2;01.wrz;0
F1;27.01.2004;Metz;Marseille;1;1;D;0;0;D;lut.75;3;lut.37;lut.55;03.sty;lut.45;02.lip;02.wrz;02.kwi;02.kwi;mar.25;02.maj;;;;02.lip;03.sty;lut.38;lut.62;03.sty;lut.37;lut.25;sty.55;sty.95;01.wrz;0;sty.95;sty.95;0
F1;28.01.2004;Lyon;Bordeaux;3;0;H;0;0;D;sty.72;3;5;01.lip;03.mar;kwi.35;01.lip;03.sty;04.kwi;1.667;mar.25;04.maj;;;;01.lip;mar.25;04.maj;sty.66;03.mar;04.maj;02.maj;sty.65;01.wrz;sty.95;-0.75;01.wrz;2;-0.75
F1;30.01.2004;Monaco;Paris SG;1;1;D;1;1;D;1.833;03.lut;04.maj;sty.85;03.sty;4;sty.85;3;03.sie;1.833;03.lut;mar.75;;;;01.sie;03.sty;04.lut;sty.83;3;4;02.sty;01.cze;01.wrz;sty.95;-0.5;1.925;1.975;-0.5
F1;31.01.2004;Ajaccio;Nice;1;1;D;1;0;H;2.375;3;lut.75;lut.35;lut.85;3;02.mar;02.sie;02.wrz;02.lut;3;3;;;;lut.37;lut.87;lut.87;02.mar;02.wrz;02.wrz;02.mar;01.maj;02.sty;sty.77;-0.25;2.125;1.775;-0.25
F1;31.01.2004;Auxerre;Bordeaux;5;0;H;4;0;H;1.833;03.sty;4;sty.85;03.sty;4;sty.75;03.sty;04.lut;01.sie;03.lut;4;;;;01.sie;03.sty;04.lut;sty.83;3;4;02.sty;01.cze;sty.85;2;-0.5;sty.85;02.maj;-0.5
F1;31.01.2004;Guingamp;Rennes;0;2;A;0;0;D;02.mar;3;2.875;02.mar;3;02.wrz;02.sty;02.sie;03.mar;02.lut;3;3;;;;lut.37;lut.87;lut.87;lut.25;3;02.wrz;02.mar;01.maj;02.sty;sty.77;-0.25;02.sty;01.sie;-0.25
F1;31.01.2004;Le Mans;Nantes;0;1;A;0;1;A;02.maj;3;2.625;02.maj;3;lut.65;02.maj;02.wrz;02.cze;02.kwi;mar.25;02.maj;;;;02.maj;3;lut.62;lut.37;3;02.lip;02.lut;sty.55;01.sie;02.maj;0;01.sie;02.sty;0
F1;31.01.2004;Lens;Strasbourg;2;1;H;0;0;D;1.909;03.lut;03.cze;2;03.sty;mar.45;01.wrz;3;03.cze;2;03.lut;03.lut;;;;02.maj;3;03.kwi;01.wrz;3;mar.75;2;sty.65;02.maj;01.sie;-0.5;2.025;1.875;-0.5
F1;31.01.2004;Metz;Lille;0;1;A;0;1;A;2;03.sty;03.kwi;02.maj;03.sty;03.mar;2;02.sie;03.maj;02.sty;3;03.lut;;;;02.sty;3;mar.25;01.wrz;03.lut;03.maj;02.lut;sty.55;02.sty;sty.77;-0.5;02.maj;sty.85;-0.5
F1;31.01.2004;Montpellier;Bastia;1;1;D;1;0;H;2;03.sty;03.kwi;02.sty;3;mar.35;01.wrz;3;03.cze;lut.25;03.lut;lut.75;;;;02.sty;03.sty;03.lut;2;3;03.kwi;2;sty.65;sty.85;2;-0.25;1.825;2.075;-0.25
F1;31.01.2004;Sochaux;Marseille;2;1;H;1;1;D;02.lut;03.sty;3;02.sty;03.sty;03.lut;01.wrz;3;03.cze;2;03.lut;03.lut;;;;02.lut;03.sty;3;02.sty;3;03.lut;sty.95;sty.71;01.wrz;sty.95;-0.25;sty.85;02.maj;-0.25
F1;31.01.2004;Toulouse;Lyon;0;1;A;0;0;D;03.cze;03.lut;1.909;mar.55;mar.15;sty.95;03.cze;3;01.wrz;03.maj;03.lut;1.909;;;;03.cze;03.lut;01.wrz;03.cze;03.sty;01.wrz;sty.95;sty.71;01.wrz;sty.95;0.5;01.wrz;2;0.5
F1;04.02.2004;Montpellier;Marseille;0;1;A;0;0;D;02.sie;03.sty;02.mar;02.lip;03.sty;lut.37;02.sie;02.wrz;02.mar;02.cze;03.lut;lut.38;;;;lut.62;03.sty;02.kwi;02.lip;3;lut.37;2;sty.65;02.maj;01.sie;0;02.maj;sty.85;0
F1;06.02.2004;Bordeaux;Nantes;2;0;H;2;0;H;02.sty;3;mar.25;02.maj;mar.15;mar.25;02.sty;02.wrz;03.lut;2;03.lut;03.lut;;;;2;03.sty;03.kwi;01.wrz;03.sty;03.cze;02.sty;01.cze;01.sie;02.maj;-0.25;1.825;2.075;-0.25
F1;07.02.2004;Bastia;Toulouse;1;0;H;1;0;H;01.sie;3;4.333;01.sie;03.lut;04.sty;sty.85;3;03.sie;1.727;03.lut;4.333;;;;sty.83;3;04.lut;sty.83;3;4;02.sty;01.cze;sty.85;2;-0.5;01.wrz;2;-0.5
F1;07.02.2004;Lille;Sochaux;2;0;H;1;0;H;2.625;3;02.maj;02.cze;03.maj;02.maj;02.cze;02.sie;02.cze;02.cze;03.lut;2.375;;;;02.cze;lut.87;02.cze;02.maj;03.sty;02.maj;02.sty;01.cze;02.lut;sty.83;0;2.125;1.775;0
F1;07.02.2004;Lyon;Guingamp;0;1;A;0;0;D;1.286;04.maj;08.maj;sty.27;04.lip;08.sie;sty.27;04.lut;9;sty.25;04.maj;10;;;;sty.28;04.maj;08.maj;sty.25;04.maj;10;sty.75;01.wrz;02.maj;01.sie;-1.5;2;01.wrz;-1.5
F1;07.02.2004;Marseille;Ajaccio;2;1;H;1;0;H;1.533;03.kwi;6;01.maj;03.kwi;6;sty.45;03.cze;05.sie;01.maj;03.kwi;6;;;;sty.53;03.maj;05.maj;sty.44;03.cze;06.maj;2;sty.65;sty.95;01.wrz;-1;2;01.wrz;-1
F1;07.02.2004;Metz;Monaco;0;2;A;0;1;A;03.maj;3;2;mar.45;03.lut;sty.95;03.mar;3;2;03.lut;03.lut;2;;;;03.cze;03.lut;01.wrz;03.cze;03.sty;01.wrz;2;sty.65;sty.85;2;0.5;1.875;2.025;0.5
F1;07.02.2004;Nice;Lens;4;0;H;3;0;H;1.909;3;03.sie;01.sie;3;04.kwi;01.wrz;3;03.cze;1.909;3;mar.75;;;;sty.83;03.sty;4;01.wrz;3;mar.75;02.sty;01.cze;02.maj;01.sie;-0.5;02.sty;01.sie;-0.5
F1;07.02.2004;Paris SG;Montpellier;6;1;H;2;0;H;1.444;mar.75;06.maj;01.kwi;03.sie;07.kwi;01.kwi;03.lip;06.maj;1.364;mar.75;8;;;;01.kwi;mar.75;07.maj;01.kwi;03.cze;07.maj;sty.83;sty.83;02.maj;01.sie;-1.25;sty.85;02.maj;-1
F1;07.02.2004;Rennes;Auxerre;0;2;A;0;1;A;02.maj;3;2.625;02.kwi;03.maj;02.lip;02.maj;3;02.maj;02.kwi;mar.25;02.maj;;;;02.maj;3;02.cze;lut.37;3;02.lip;02.lut;sty.55;sty.83;02.lut;0;1.925;1.975;0
F1;07.02.2004;Strasbourg;Le Mans;3;0;H;0;0;D;1.833;mar.25;mar.75;01.sie;mar.25;4;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;;;;sty.83;03.sty;4;sty.66;03.sty;5;2;sty.65;sty.95;01.wrz;-0.5;;;
F1;14.02.2004;Ajaccio;Strasbourg;0;0;D;0;0;D;02.sty;mar.25;3;02.sty;03.sty;03.lut;02.sty;02.sie;03.mar;2;03.lut;03.lut;;;;02.sty;3;mar.25;2;03.sty;03.mar;02.maj;sty.65;sty.85;2;-0.25;2.125;1.775;-0.5
F1;14.02.2004;Guingamp;Bastia;1;0;H;1;0;H;2;03.lut;03.lut;2;03.sty;mar.45;01.wrz;3;03.cze;2;03.lut;03.lut;;;;2;3;03.maj;02.sty;3;03.lut;lut.25;sty.55;sty.75;02.sty;-0.25;02.sty;01.sie;-0.5
F1;14.02.2004;Le Mans;Marseille;0;0;D;0;0;D;02.sie;mar.25;02.lut;03.lut;03.sty;02.sty;3;02.wrz;02.lut;lut.75;03.lut;lut.25;;;;3;03.sty;02.lut;lut.75;03.sty;02.mar;lut.25;sty.55;02.maj;01.sie;0.25;1.775;2.125;0.5
F1;14.02.2004;Lens;Rennes;2;1;H;1;0;H;1.833;mar.25;mar.75;01.sie;03.lut;04.sty;sty.85;3;03.sie;1.909;03.lut;03.maj;;;;01.sie;03.sty;04.lut;01.wrz;03.sty;03.cze;lut.25;sty.55;02.maj;01.sie;-0.75;2.125;1.775;-0.75
F1;14.02.2004;Monaco;Lille;0;1;A;0;0;D;01.kwi;mar.75;07.maj;01.kwi;03.sie;07.maj;01.mar;4;08.maj;01.kwi;mar.75;7;;;;01.kwi;mar.75;07.maj;01.kwi;03.cze;07.maj;2;sty.71;01.wrz;sty.95;-1.25;2.025;1.875;-1.25
F1;14.02.2004;Montpellier;Metz;0;1;A;0;1;A;02.sty;mar.25;3;02.maj;03.sty;03.mar;02.sty;02.wrz;03.lut;2;03.lut;03.lut;;;;02.sty;3;mar.25;2;03.sty;03.mar;lut.25;sty.55;01.sie;02.maj;-0.25;sty.85;02.maj;-0.25
F1;14.02.2004;Nantes;Nice;3;1;H;2;1;H;1.909;mar.25;03.maj;01.wrz;03.sty;03.sie;01.wrz;02.lip;04.lut;01.sie;3;4.333;;;;01.wrz;03.sty;mar.75;01.wrz;3;mar.75;lut.35;01.maj;02.maj;01.sie;-0.75;01.wrz;2;-0.5
F1;14.02.2004;Sochaux;Bordeaux;1;1;D;0;0;D;1.833;mar.25;mar.75;01.sie;03.lut;04.sty;01.sie;3;4;01.sie;03.lut;4;;;;sty.75;03.lut;kwi.33;01.sie;03.sty;4;02.maj;sty.65;02.maj;01.sie;-0.75;2.125;1.775;-0.75
F1;14.02.2004;Toulouse;Paris SG;0;1;A;0;1;A;mar.25;mar.25;2;mar.45;03.sty;2;03.sie;02.wrz;01.wrz;03.lut;03.lut;2;;;;mar.75;03.sty;01.wrz;03.kwi;3;2;lut.25;sty.55;02.sty;sty.75;0.25;01.sie;02.sty;0.5
F1;15.02.2004;Auxerre;Lyon;1;2;A;0;1;A;02.sty;mar.25;3;02.sty;3;03.mar;02.sty;02.wrz;03.lut;02.sty;3;03.lut;;;;02.sty;3;mar.25;02.sty;03.sty;03.sty;2;sty.71;01.sie;02.maj;-0.25;1.775;2.125;-0.25
F1;20.02.2004;Monaco;Montpellier;4;0;H;0;0;D;01.mar;04.maj;8;sty.33;kwi.25;8;sty.33;03.sie;8;1.333;4.333;7;;;;sty.28;04.maj;08.maj;sty.28;04.maj;8;sty.85;sty.79;sty.95;01.wrz;-1.5;02.maj;sty.85;-1.5
F1;21.02.2004;Bastia;Auxerre;0;0;D;0;0;D;02.cze;03.lut;02.kwi;02.lip;3;02.kwi;02.lip;3;02.mar;02.cze;03.lut;2.375;;;;lut.75;lut.87;02.maj;lut.75;03.lut;lut.25;02.sty;01.cze;01.sie;02.maj;0.25;01.sie;02.sty;0.25
F1;21.02.2004;Bordeaux;Lens;0;0;D;0;0;D;1.727;mar.25;4.333;sty.75;03.sty;04.maj;01.lip;03.lut;04.lut;01.sie;mar.25;mar.75;;;;01.sie;03.sty;04.lut;sty.66;03.mar;04.maj;2;sty.65;02.maj;01.sie;-0.75;2.125;1.775;-0.75
F1;21.02.2004;Lille;Nice;1;2;A;0;1;A;02.sty;3;mar.25;02.maj;02.sie;03.lip;02.sty;02.lip;03.maj;02.sty;3;03.lut;;;;02.sty;3;mar.25;01.wrz;lut.87;4;02.lut;sty.55;02.maj;sty.59;-0.5;02.sty;01.sie;-0.5
F1;21.02.2004;Lyon;Le Mans;2;0;H;1;0;H;01.mar;04.maj;8;sty.33;kwi.25;8;sty.33;03.sie;8;1.286;4.333;9;;;;sty.28;04.maj;08.maj;01.mar;04.lut;08.maj;sty.83;sty.83;sty.33;lut.78;-0.5;1.825;2.075;-1.25
F1;21.02.2004;Metz;Toulouse;0;2;A;0;1;A;01.sie;mar.25;4;sty.85;03.sty;mar.95;01.wrz;3;03.cze;2;3;03.kwi;;;;sty.85;03.sty;4;01.wrz;03.lut;03.maj;02.lut;sty.55;sty.85;sty.74;-0.5;02.maj;sty.85;-0.5
F1;21.02.2004;Paris SG;Guingamp;2;0;H;1;0;H;1.364;4;07.maj;sty.37;4;07.maj;01.kwi;03.lip;06.maj;1.333;4.333;7;;;;sty.33;4;08.maj;sty.36;mar.75;8;01.wrz;sty.75;01.wrz;sty.95;-1.25;sty.95;sty.95;-1.25
F1;21.02.2004;Rennes;Ajaccio;4;1;H;0;1;A;1.727;mar.25;4.333;01.lip;mar.15;kwi.75;sty.75;03.sty;04.lut;01.sie;mar.25;mar.75;;;;sty.75;03.sty;04.maj;01.sie;03.mar;mar.75;02.sty;01.cze;02.maj;01.sie;-0.75;02.sty;01.sie;-0.75
F1;21.02.2004;Strasbourg;Sochaux;0;2;A;0;2;A;02.kwi;03.lut;02.cze;02.maj;3;02.cze;02.mar;02.wrz;02.sie;02.kwi;mar.25;02.maj;;;;02.maj;3;lut.62;02.kwi;03.sty;02.cze;sty.95;sty.71;01.wrz;sty.95;0;01.wrz;2;0
F1;22.02.2004;Marseille;Nantes;1;1;D;1;1;D;01.sie;mar.25;4;01.wrz;03.sty;03.sie;sty.85;03.sty;03.cze;01.sie;mar.25;mar.75;;;;01.sie;03.lut;4;01.sie;03.sty;4;2;sty.65;01.wrz;sty.71;-0.5;2.025;1.875;-0.5
F1;28.02.2004;Le Mans;Rennes;2;2;D;1;1;D;2.375;03.lut;2.625;lut.35;03.sty;lut.75;02.lut;02.wrz;3;2.375;3;lut.75;;;;lut.37;3;02.sie;02.mar;03.sty;lut.75;02.lut;sty.55;01.sie;02.maj;0;sty.85;02.maj;0
F1;28.02.2004;Lens;Lyon;1;1;D;0;1;A;2.625;3;02.maj;02.cze;3;02.maj;02.kwi;3;02.cze;2.625;2.875;02.maj;;;;02.maj;3;02.cze;lut.62;03.sty;lut.37;02.sty;01.cze;sty.95;01.wrz;0;02.sty;01.sie;0
F1;28.02.2004;Montpellier;Lille;0;2;A;0;1;A;02.maj;03.lut;02.maj;lut.45;3;02.lip;02.kwi;02.wrz;02.lip;02.maj;03.lut;02.maj;;;;02.maj;3;02.cze;02.maj;03.sty;02.maj;2;sty.65;01.wrz;sty.95;0;01.wrz;2;0
F1;28.02.2004;Nantes;Strasbourg;1;1;D;1;0;H;1.667;03.kwi;04.maj;sty.65;mar.25;5;01.cze;03.mar;04.sie;1.667;mar.25;04.maj;;;;sty.66;03.lut;5;sty.61;03.mar;5;02.sty;01.cze;01.wrz;sty.95;-0.75;sty.95;sty.95;-0.75
F1;28.02.2004;Toulouse;Monaco;1;1;D;0;0;D;4;mar.25;01.sie;mar.85;03.lut;sty.85;03.cze;03.sty;sty.85;mar.75;mar.25;01.sie;;;;4;03.lut;01.sie;mar.75;03.lut;sty.83;02.sty;01.cze;sty.75;sty.85;0.5;1.975;1.925;0.5
F1;29.02.2004;Ajaccio;Bordeaux;1;0;H;1;0;H;02.maj;03.lut;02.maj;02.maj;3;02.cze;02.lip;02.wrz;02.kwi;02.maj;03.lut;02.maj;;;;02.maj;3;02.cze;02.maj;03.sty;02.maj;02.sty;01.cze;sty.85;2;0;sty.95;sty.95;0
F1;29.02.2004;Auxerre;Paris SG;1;1;D;1;0;H;lut.25;3;3;02.mar;3;02.wrz;02.mar;02.wrz;02.sie;lut.25;03.lut;lut.75;;;;lut.25;3;3;02.mar;03.sty;lut.75;02.lut;sty.55;02.maj;01.sie;-0.25;2;01.wrz;-0.25
F1;29.02.2004;Nice;Marseille;0;0;D;0;0;D;lut.25;3;3;02.mar;3;02.wrz;02.mar;02.sie;02.wrz;lut.25;3;2.875;;;;02.lut;3;03.sty;02.lut;03.sty;lut.87;02.lut;sty.55;2;sty.85;-0.25;02.sty;01.sie;-0.25
F1;29.02.2004;Sochaux;Bastia;2;1;H;1;0;H;01.maj;03.maj;6;sty.52;03.maj;05.wrz;01.cze;03.mar;04.sie;1.571;mar.25;05.maj;;;;sty.53;03.kwi;6;01.maj;03.kwi;6;02.sty;01.cze;02.maj;01.sie;-1;02.sty;01.sie;-1
F1;05.03.2004;Lyon;Ajaccio;4;0;H;1;0;H;1.333;4.333;07.maj;sty.35;4;08.maj;sty.33;4;07.maj;01.mar;4.333;8;sty.33;kwi.33;07.maj;sty.36;4;07.maj;01.mar;04.lut;08.maj;sty.79;sty.85;sty.35;lut.72;-0.5;1.925;1.975;-1.25
F1;05.03.2004;Monaco;Guingamp;3;1;H;2;1;H;01.mar;4.333;08.maj;sty.35;4;08.maj;sty.35;4;7;01.mar;4.333;8;sty.33;04.lut;8;sty.33;04.lut;8;01.mar;04.lut;08.maj;sty.95;sty.71;sty.35;lut.72;-0.5;02.maj;sty.85;-1.25
F1;06.03.2004;Bordeaux;Le Mans;2;0;H;1;0;H;1.444;03.cze;7;01.maj;mar.65;6;sty.55;03.mar;05.lut;01.maj;03.kwi;6;01.maj;03.maj;6;01.maj;03.maj;6;01.maj;03.mar;06.maj;02.sty;01.cze;01.maj;lut.27;-0.5;01.wrz;2;-1
F1;06.03.2004;Lille;Auxerre;1;0;H;0;0;D;02.maj;3;02.cze;02.cze;3;lut.55;02.cze;02.sie;02.cze;02.maj;2.875;2.625;02.maj;3;lut.62;02.maj;3;lut.62;02.maj;02.wrz;lut.62;02.sty;01.cze;01.wrz;sty.95;0;2;01.wrz;0
F1;06.03.2004;Metz;Lens;0;2;A;0;1;A;02.kwi;03.sty;2.625;lut.45;03.sty;lut.65;02.maj;02.wrz;02.cze;2.375;03.lut;02.cze;02.kwi;3;lut.75;02.kwi;3;lut.75;lut.37;3;02.lip;02.mar;01.maj;01.sie;02.maj;0;01.wrz;2;0
F1;06.03.2004;Montpellier;Toulouse;0;1;A;0;1;A;02.mar;03.sty;02.sie;lut.32;03.sty;02.sie;02.lut;3;02.wrz;lut.25;3;2.875;02.mar;3;lut.88;02.mar;3;lut.87;lut.25;3;lut.87;02.lut;sty.55;sty.95;01.wrz;-0.25;2;01.wrz;-0.25
F1;06.03.2004;Paris SG;Sochaux;1;1;D;0;0;D;1.833;03.sty;4;sty.83;03.sty;kwi.25;sty.75;03.sty;04.lut;1.727;03.lut;4.333;sty.83;03.sty;4;sty.83;03.sty;4;01.sie;03.sty;4;02.sty;01.cze;sty.83;sty.83;-0.5;01.wrz;2;-0.5
F1;06.03.2004;Rennes;Nantes;0;3;A;0;0;D;lut.25;3;3;02.mar;3;lut.95;02.mar;02.wrz;02.sie;lut.25;3;2.875;lut.25;3;3;lut.25;3;3;02.lut;lut.87;03.sty;02.lut;01.maj;02.mar;sty.49;-0.5;2.075;1.825;-0.25
F1;06.03.2004;Strasbourg;Nice;2;2;D;0;2;A;lut.25;3;3;02.mar;02.wrz;03.maj;02.lut;02.lip;03.lut;02.lut;3;3;lut.25;3;3;lut.25;3;3;lut.25;lut.87;3;02.lut;sty.55;02.maj;01.sie;-0.25;02.maj;01.sie;-0.25
F1;07.03.2004;Bastia;Marseille;4;1;H;2;0;H;02.maj;3;02.cze;lut.55;lut.95;lut.65;02.cze;02.sie;02.cze;;;;02.cze;lut.88;02.cze;02.cze;lut.87;02.cze;lut.62;02.wrz;02.maj;02.mar;01.maj;01.wrz;sty.95;0;1.975;1.925;0
F1;13.03.2004;Ajaccio;Lille;0;3;A;0;1;A;02.mar;03.lut;02.lip;02.mar;03.sty;02.sie;02.kwi;02.sie;02.sie;lut.25;3;2.875;lut.38;03.sty;02.lip;lut.37;03.sty;02.lip;lut.37;3;02.lip;02.lut;sty.55;02.maj;sty.85;-0.25;02.maj;sty.85;-0.25
